Comment,Designator,Footprint,LCSC Part #
7.5k for A,R13,R0402,C25918
30k,R1 R2 R3 R4 R5 R6 R7 R8,R0402,C25776
100nF,C9 C10 C11 C12,C0402,C1525
100pF,C1 C2 C3 C4,C0402,C1546
500R,R9 R10 R11 R12,R0402,C4125
560pF,C5 C6 C7 C8,C0603,C84721
B5817,D1,SOD323-R,C122854
TL072,IC1 IC2,SO08J,C6961
